👶🏻	barn, ljósur húðarlitur, pinkubarn, pinkubarn: ljósur húðarlitur
🧜🏾‍♀	havfrúgv, havfrúgv: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
🧜🏿‍♀	havfrúgv, havfrúgv: myrkur húðarlitur, myrkur húðarlitur
🧜🏻‍♂	havmaður, havmaður: ljósur húðarlitur, ljósur húðarlitur, triton
🧜🏼‍♂	havmaður, havmaður: miðalljósur húðarlitur, miðalljósur húðarlitur, triton
🧜🏽‍♂	havmaður, havmaður: miðal húðarlitur, miðal húðarlitur, triton
🧜🏾‍♂	havmaður, havmaður: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, triton
🧜🏿‍♂	havmaður, havmaður: myrkur húðarlitur, myrkur húðarlitur, triton
🧝🏻	ljósur húðarlitur, álva, álvur, álvur: ljósur húðarlitur, ævintýr
🧝🏼	miðalljósur húðarlitur, álva, álvur, álvur: miðalljósur húðarlitur, ævintýr
🧝🏽	miðal húðarlitur, álva, álvur, álvur: miðal húðarlitur, ævintýr
🧝🏾	miðalmyrkur húðarlitur, álva, álvur, álvur: miðalmyrkur húðarlitur, ævintýr
🧝🏿	myrkur húðarlitur, álva, álvur, álvur: myrkur húðarlitur, ævintýr
🧝🏻‍♀	konufólka álva, konufólka álva: ljósur húðarlitur, ljósur húðarlitur, maður, álva, ævintýr
🧝🏼‍♀	konufólka álva, konufólka álva: miðalljósur húðarlitur, maður, miðalljósur húðarlitur, álva, ævintýr
🧝🏽‍♀	konufólka álva, konufólka álva: miðal húðarlitur, maður, miðal húðarlitur, álva, ævintýr
🧝🏾‍♀	konufólka álva, konufólka álva: miðalmyrkur húðarlitur, maður, miðalmyrkur húðarlitur, álva, ævintýr
🧝🏿‍♀	konufólka álva, konufólka álva: myrkur húðarlitur, maður, myrkur húðarlitur, álva, ævintýr
🧝🏻‍♂	ljósur húðarlitur, mannfólka álvur, mannfólka álvur: ljósur húðarlitur, maður, álvur, ævintýr
🧝🏼‍♂	mannfólka álvur, mannfólka álvur: miðalljósur húðarlitur, maður, miðalljósur húðarlitur, álvur, ævintýr
🧝🏽‍♂	mannfólka álvur, mannfólka álvur: miðal húðarlitur, maður, miðal húðarlitur, álvur, ævintýr
🧝🏾‍♂	mannfólka álvur, mannfólka álvur: miðalmyrkur húðarlitur, maður, miðalmyrkur húðarlitur, álvur, ævintýr
🧝🏿‍♂	mannfólka álvur, mannfólka álvur: myrkur húðarlitur, maður, myrkur húðarlitur, álvur, ævintýr
🙍🏻	fólk, illbrýnt, illbrýntur persónur, illbrýntur persónur: ljósur húðarlitur, ljósur húðarlitur, persónur
🙍🏼	fólk, illbrýnt, illbrýntur persónur, illbrýntur persónur: miðalljósur húðarlitur, miðalljósur húðarlitur, persónur
🙍🏽	fólk, illbrýnt, illbrýntur persónur, illbrýntur persónur: miðal húðarlitur, miðal húðarlitur, persónur
🙍🏾	fólk, illbrýnt, illbrýntur persónur, illbrýntur persónur: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, persónur
🙍🏿	fólk, illbrýnt, illbrýntur persónur, illbrýntur persónur: myrkur húðarlitur, myrkur húðarlitur, persónur
🙍🏻‍♂	illbrýntur, illbrýntur maður: ljósur húðarlitur, ljósur húðarlitur, maður
🙍🏼‍♂	illbrýntur, illbrýntur maður: miðalljósur húðarlitur, maður, miðalljósur húðarlitur
🙍🏽‍♂	illbrýntur, illbrýntur maður: miðal húðarlitur, maður, miðal húðarlitur
🙍🏾‍♂	illbrýntur, illbrýntur maður: miðalmyrkur húðarlitur, maður, miðalmyrkur húðarlitur
🙍🏿‍♂	illbrýntur, illbrýntur maður: myrkur húðarlitur, maður, myrkur húðarlitur
🙍🏻‍♀	illbrýnt, illbrýnt kvinna: ljósur húðarlitur, kona, kvinna, ljósur húðarlitur
🙍🏼‍♀	illbrýnt, illbrýnt kvinna: miðalljósur húðarlitur, kona, kvinna, miðalljósur húðarlitur
🙍🏽‍♀	illbrýnt, illbrýnt kvinna: miðal húðarlitur, kona, kvinna, miðal húðarlitur
🙍🏾‍♀	illbrýnt, illbrýnt kvinna: miðalmyrkur húðarlitur, kona, kvinna, miðalmyrkur húðarlitur
🙍🏿‍♀	illbrýnt, illbrýnt kvinna: myrkur húðarlitur, kona, kvinna, myrkur húðarlitur
🙎🏻	fólk, gron, ljósur húðarlitur, persónur, persónur við gron, persónur við gron: ljósur húðarlitur
🙎🏼	fólk, gron, miðalljósur húðarlitur, persónur, persónur við gron, persónur við gron: miðalljósur húðarlitur
🙎🏽	fólk, gron, miðal húðarlitur, persónur, persónur við gron, persónur við gron: miðal húðarlitur
🙎🏾	fólk, gron, miðalmyrkur húðarlitur, persónur, persónur við gron, persónur við gron: miðalmyrkur húðarlitur
🙎🏿	fólk, gron, myrkur húðarlitur, persónur, persónur við gron, persónur við gron: myrkur húðarlitur
🙎🏻‍♂	gron, ljósur húðarlitur, maður, maður við gron, maður við gron: ljósur húðarlitur
🙎🏼‍♂	gron, maður, maður við gron, maður við gron: miðalljósur húðarlitur, miðalljósur húðarlitur
🙎🏽‍♂	gron, maður, maður við gron, maður við gron: miðal húðarlitur, miðal húðarlitur
🙎🏾‍♂	gron, maður, maður við gron, maður við gron: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
🙎🏿‍♂	gron, maður, maður við gron, maður við gron: myrkur húðarlitur, myrkur húðarlitur
🙎🏻‍♀	gron, kona, kvinna, kvinna við gron, kvinna við gron: ljósur húðarlitur, ljósur húðarlitur
🙎🏼‍♀	gron, kona, kvinna, kvinna við gron, kvinna við gron: miðalljósur húðarlitur, miðalljósur húðarlitur
🙎🏽‍♀	gron, kona, kvinna, kvinna við gron, kvinna við gron: miðal húðarlitur, miðal húðarlitur
🙎🏾‍♀	gron, kona, kvinna, kvinna við gron, kvinna við gron: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
🙎🏿‍♀	gron, kona, kvinna, kvinna við gron, kvinna við gron: myrkur húðarlitur, myrkur húðarlitur
🙅🏻	fólk, ljósur húðarlitur, nei, persónur, persónur sum veipar nei, persónur sum veipar nei: ljósur húðarlitur, veipar
🙅🏼	fólk, miðalljósur húðarlitur, nei, persónur, persónur sum veipar nei, persónur sum veipar nei: miðalljósur húðarlitur, veipar
🙅🏽	fólk, miðal húðarlitur, nei, persónur, persónur sum veipar nei, persónur sum veipar nei: miðal húðarlitur, veipar
🙅🏾	fólk, miðalmyrkur húðarlitur, nei, persónur, persónur sum veipar nei, persónur sum veipar nei: miðalmyrkur húðarlitur, veipar
🙅🏿	fólk, myrkur húðarlitur, nei, persónur, persónur sum veipar nei, persónur sum veipar nei: myrkur húðarlitur, veipar
🙅🏻‍♂	ljósur húðarlitur, maður, maður sum veipar nei, maður sum veipar nei: ljósur húðarlitur, nei, veipar
🙅🏼‍♂	maður, maður sum veipar nei, maður sum veipar nei: miðalljósur húðarlitur, miðalljósur húðarlitur, nei, veipar
🙅🏽‍♂	maður, maður sum veipar nei, maður sum veipar nei: miðal húðarlitur, miðal húðarlitur, nei, veipar
🙅🏾‍♂	maður, maður sum veipar nei, maður sum veipar nei: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, nei, veipar
🙅🏿‍♂	maður, maður sum veipar nei, maður sum veipar nei: myrkur húðarlitur, myrkur húðarlitur, nei, veipar
🙅🏻‍♀	kona, kvinna, kvinna sum veipar nei, kvinna sum veipar nei: ljósur húðarlitur, ljósur húðarlitur, nei, veipar
🙅🏼‍♀	kona, kvinna, kvinna sum veipar nei, kvinna sum veipar nei: miðalljósur húðarlitur, miðalljósur húðarlitur, nei, veipar
🙅🏽‍♀	kona, kvinna, kvinna sum veipar nei, kvinna sum veipar nei: miðal húðarlitur, miðal húðarlitur, nei, veipar
🙅🏾‍♀	kona, kvinna, kvinna sum veipar nei, kvinna sum veipar nei: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, nei, veipar
🙅🏿‍♀	kona, kvinna, kvinna sum veipar nei, kvinna sum veipar nei: myrkur húðarlitur, myrkur húðarlitur, nei, veipar
🙆🏻	fólk, ljósur húðarlitur, ok, persónur, persónur sum veipar ok, persónur sum veipar ok: ljósur húðarlitur, veipar
🙆🏼	fólk, miðalljósur húðarlitur, ok, persónur, persónur sum veipar ok, persónur sum veipar ok: miðalljósur húðarlitur, veipar
🙆🏽	fólk, miðal húðarlitur, ok, persónur, persónur sum veipar ok, persónur sum veipar ok: miðal húðarlitur, veipar
🙆🏾	fólk, miðalmyrkur húðarlitur, ok, persónur, persónur sum veipar ok, persónur sum veipar ok: miðalmyrkur húðarlitur, veipar
🙆🏿	fólk, myrkur húðarlitur, ok, persónur, persónur sum veipar ok, persónur sum veipar ok: myrkur húðarlitur, veipar
🙆🏻‍♂	ljósur húðarlitur, maður, maður sum veipar ok, maður sum veipar ok: ljósur húðarlitur, ok, veipar
🙆🏼‍♂	maður, maður sum veipar ok, maður sum veipar ok: miðalljósur húðarlitur, miðalljósur húðarlitur, ok, veipar
🙆🏽‍♂	maður, maður sum veipar ok, maður sum veipar ok: miðal húðarlitur, miðal húðarlitur, ok, veipar
🙆🏾‍♂	maður, maður sum veipar ok, maður sum veipar ok: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, ok, veipar
🙆🏿‍♂	maður, maður sum veipar ok, maður sum veipar ok: myrkur húðarlitur, myrkur húðarlitur, ok, veipar
🙆🏻‍♀	kona, kvinna, kvinna sum veipar ok, kvinna sum veipar ok: ljósur húðarlitur, ljósur húðarlitur, ok, veipar
🙆🏼‍♀	kona, kvinna, kvinna sum veipar ok, kvinna sum veipar ok: miðalljósur húðarlitur, miðalljósur húðarlitur, ok, veipar
🙆🏽‍♀	kona, kvinna, kvinna sum veipar ok, kvinna sum veipar ok: miðal húðarlitur, miðal húðarlitur, ok, veipar
🙆🏾‍♀	kona, kvinna, kvinna sum veipar ok, kvinna sum veipar ok: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, ok, veipar
🙆🏿‍♀	kona, kvinna, kvinna sum veipar ok, kvinna sum veipar ok: myrkur húðarlitur, myrkur húðarlitur, ok, veipar
💁🏻	fólk, ljósur húðarlitur, nertir við, persónur, persónur sum nertir við, persónur sum nertir við: ljósur húðarlitur
💁🏼	fólk, miðalljósur húðarlitur, nertir við, persónur, persónur sum nertir við, persónur sum nertir við: miðalljósur húðarlitur
💁🏽	fólk, miðal húðarlitur, nertir við, persónur, persónur sum nertir við, persónur sum nertir við: miðal húðarlitur
💁🏾	fólk, miðalmyrkur húðarlitur, nertir við, persónur, persónur sum nertir við, persónur sum nertir við: miðalmyrkur húðarlitur
💁🏿	fólk, myrkur húðarlitur, nertir við, persónur, persónur sum nertir við, persónur sum nertir við: myrkur húðarlitur
💁🏻‍♂	ljósur húðarlitur, maður, maður sum nertir við, maður sum nertir við: ljósur húðarlitur, nertir við
💁🏼‍♂	maður, maður sum nertir við, maður sum nertir við: miðalljósur húðarlitur, miðalljósur húðarlitur, nertir við
💁🏽‍♂	maður, maður sum nertir við, maður sum nertir við: miðal húðarlitur, miðal húðarlitur, nertir við
💁🏾‍♂	maður, maður sum nertir við, maður sum nertir við: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, nertir við
💁🏿‍♂	maður, maður sum nertir við, maður sum nertir við: myrkur húðarlitur, myrkur húðarlitur, nertir við
💁🏻‍♀	kona, kvinna, kvinna sum nertir við, kvinna sum nertir við: ljósur húðarlitur, ljósur húðarlitur, nertir við
💁🏼‍♀	kona, kvinna, kvinna sum nertir við, kvinna sum nertir við: miðalljósur húðarlitur, miðalljósur húðarlitur, nertir við
💁🏽‍♀	kona, kvinna, kvinna sum nertir við, kvinna sum nertir við: miðal húðarlitur, miðal húðarlitur, nertir við
💁🏾‍♀	kona, kvinna, kvinna sum nertir við, kvinna sum nertir við: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, nertir við
💁🏿‍♀	kona, kvinna, kvinna sum nertir við, kvinna sum nertir við: myrkur húðarlitur, myrkur húðarlitur, nertir við
🙋🏻	fólk, hond, ljósur húðarlitur, lyft, persónur, persónur sum lyftur hondina upp, persónur sum lyftur hondina upp: ljósur húðarlitur, upp
🙋🏼	fólk, hond, lyft, miðalljósur húðarlitur, persónur, persónur sum lyftur hondina upp, persónur sum lyftur hondina upp: miðalljósur húðarlitur, upp
🙋🏽	fólk, hond, lyft, miðal húðarlitur, persónur, persónur sum lyftur hondina upp, persónur sum lyftur hondina upp: miðal húðarlitur, upp
🙋🏾	fólk, hond, lyft, miðalmyrkur húðarlitur, persónur, persónur sum lyftur hondina upp, persónur sum lyftur hondina upp: miðalmyrkur húðarlitur, upp
🙋🏿	fólk, hond, lyft, myrkur húðarlitur, persónur, persónur sum lyftur hondina upp, persónur sum lyftur hondina upp: myrkur húðarlitur, upp
🙋🏻‍♂	hond, ljósur húðarlitur, lyft, maður, maður sum lyftur hondina upp, maður sum lyftur hondina upp: ljósur húðarlitur, upp
🙋🏼‍♂	hond, lyft, maður, maður sum lyftur hondina upp, maður sum lyftur hondina upp: miðalljósur húðarlitur, miðalljósur húðarlitur, upp
🙋🏽‍♂	hond, lyft, maður, maður sum lyftur hondina upp, maður sum lyftur hondina upp: miðal húðarlitur, miðal húðarlitur, upp
🙋🏾‍♂	hond, lyft, maður, maður sum lyftur hondina upp, maður sum lyftur hondina upp: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, upp
🙋🏿‍♂	hond, lyft, maður, maður sum lyftur hondina upp, maður sum lyftur hondina upp: myrkur húðarlitur, myrkur húðarlitur, upp
🙋🏻‍♀	hond, kona, kvinna, kvinna sum lyftur hondina upp, kvinna sum lyftur hondina upp: ljósur húðarlitur, ljósur húðarlitur, lyft, upp
🙋🏼‍♀	hond, kona, kvinna, kvinna sum lyftur hondina upp, kvinna sum lyftur hondina upp: miðalljósur húðarlitur, lyft, miðalljósur húðarlitur, upp
🙋🏽‍♀	hond, kona, kvinna, kvinna sum lyftur hondina upp, kvinna sum lyftur hondina upp: miðal húðarlitur, lyft, miðal húðarlitur, upp
🙋🏾‍♀	hond, kona, kvinna, kvinna sum lyftur hondina upp, kvinna sum lyftur hondina upp: miðalmyrkur húðarlitur, lyft, miðalmyrkur húðarlitur, upp
🙋🏿‍♀	hond, kona, kvinna, kvinna sum lyftur hondina upp, kvinna sum lyftur hondina upp: myrkur húðarlitur, lyft, myrkur húðarlitur, upp
🙇🏻	bukkar, fólk, ljósur húðarlitur, persónur, persónur sum bukkar, persónur sum bukkar: ljósur húðarlitur
🙇🏼	bukkar, fólk, miðalljósur húðarlitur, persónur, persónur sum bukkar, persónur sum bukkar: miðalljósur húðarlitur
🙇🏽	bukkar, fólk, miðal húðarlitur, persónur, persónur sum bukkar, persónur sum bukkar: miðal húðarlitur
🙇🏾	bukkar, fólk, miðalmyrkur húðarlitur, persónur, persónur sum bukkar, persónur sum bukkar: miðalmyrkur húðarlitur
🙇🏿	bukkar, fólk, myrkur húðarlitur, persónur, persónur sum bukkar, persónur sum bukkar: myrkur húðarlitur
🙇🏻‍♂	bukkar, ljósur húðarlitur, maður, maður sum bukkar, maður sum bukkar: ljósur húðarlitur
🙇🏼‍♂	bukkar, maður, maður sum bukkar, maður sum bukkar: miðalljósur húðarlitur, miðalljósur húðarlitur
🙇🏽‍♂	bukkar, maður, maður sum bukkar, maður sum bukkar: miðal húðarlitur, miðal húðarlitur
🙇🏾‍♂	bukkar, maður, maður sum bukkar, maður sum bukkar: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
🙇🏿‍♂	bukkar, maður, maður sum bukkar, maður sum bukkar: myrkur húðarlitur, myrkur húðarlitur
🙇🏻‍♀	bukkar, kona, kvinna, kvinna sum bukkar, kvinna sum bukkar: ljósur húðarlitur, ljósur húðarlitur
🙇🏼‍♀	bukkar, kona, kvinna, kvinna sum bukkar, kvinna sum bukkar: miðalljósur húðarlitur, miðalljósur húðarlitur
🙇🏽‍♀	bukkar, kona, kvinna, kvinna sum bukkar, kvinna sum bukkar: miðal húðarlitur, miðal húðarlitur
🙇🏾‍♀	bukkar, kona, kvinna, kvinna sum bukkar, kvinna sum bukkar: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
🙇🏿‍♀	bukkar, kona, kvinna, kvinna sum bukkar, kvinna sum bukkar: myrkur húðarlitur, myrkur húðarlitur
🤦🏻	facepalm, fólk, ljósur húðarlitur, persónur, vónbrot, vónbrotin persónur, vónbrotin persónur: ljósur húðarlitur, ørkymlan
🤦🏼	facepalm, fólk, miðalljósur húðarlitur, persónur, vónbrot, vónbrotin persónur, vónbrotin persónur: miðalljósur húðarlitur, ørkymlan
🤦🏽	facepalm, fólk, miðal húðarlitur, persónur, vónbrot, vónbrotin persónur, vónbrotin persónur: miðal húðarlitur, ørkymlan
🤦🏾	facepalm, fólk, miðalmyrkur húðarlitur, persónur, vónbrot, vónbrotin persónur, vónbrotin persónur: miðalmyrkur húðarlitur, ørkymlan
🤦🏿	facepalm, fólk, myrkur húðarlitur, persónur, vónbrot, vónbrotin persónur, vónbrotin persónur: myrkur húðarlitur, ørkymlan
🤦🏻‍♂	facepalm, ljósur húðarlitur, maður, persónur, vónbrot, vónbrotin maður, vónbrotin maður: ljósur húðarlitur, ørkymlan, ørkymlanfólk
🤦🏼‍♂	facepalm, maður, miðalljósur húðarlitur, persónur, vónbrot, vónbrotin maður, vónbrotin maður: miðalljósur húðarlitur, ørkymlan, ørkymlanfólk
🤦🏽‍♂	facepalm, maður, miðal húðarlitur, persónur, vónbrot, vónbrotin maður, vónbrotin maður: miðal húðarlitur, ørkymlan, ørkymlanfólk
🤦🏾‍♂	facepalm, maður, miðalmyrkur húðarlitur, persónur, vónbrot, vónbrotin maður, vónbrotin maður: miðalmyrkur húðarlitur, ørkymlan, ørkymlanfólk
🤦🏿‍♂	facepalm, maður, myrkur húðarlitur, persónur, vónbrot, vónbrotin maður, vónbrotin maður: myrkur húðarlitur, ørkymlan, ørkymlanfólk
🤦🏻‍♀	facepalm, kona, kvinna, ljósur húðarlitur, persónur, vónbrot, vónbrotin kvinna, vónbrotin kvinna: ljósur húðarlitur, ørkymlan, ørkymlanfólk
🤦🏼‍♀	facepalm, kona, kvinna, miðalljósur húðarlitur, persónur, vónbrot, vónbrotin kvinna, vónbrotin kvinna: miðalljósur húðarlitur, ørkymlan, ørkymlanfólk
🤦🏽‍♀	facepalm, kona, kvinna, miðal húðarlitur, persónur, vónbrot, vónbrotin kvinna, vónbrotin kvinna: miðal húðarlitur, ørkymlan, ørkymlanfólk
🤦🏾‍♀	facepalm, kona, kvinna, miðalmyrkur húðarlitur, persónur, vónbrot, vónbrotin kvinna, vónbrotin kvinna: miðalmyrkur húðarlitur, ørkymlan, ørkymlanfólk
🤦🏿‍♀	facepalm, kona, kvinna, myrkur húðarlitur, persónur, vónbrot, vónbrotin kvinna, vónbrotin kvinna: myrkur húðarlitur, ørkymlan, ørkymlanfólk
🤷🏻	akslaypp, fólk, ivast, ivi, ljósur húðarlitur, persónur, persónur sum yppur øksl, persónur sum yppur øksl: ljósur húðarlitur, veit ikki, yppa øksl
🤷🏼	akslaypp, fólk, ivast, ivi, miðalljósur húðarlitur, persónur, persónur sum yppur øksl, persónur sum yppur øksl: miðalljósur húðarlitur, veit ikki, yppa øksl
🤷🏽	akslaypp, fólk, ivast, ivi, miðal húðarlitur, persónur, persónur sum yppur øksl, persónur sum yppur øksl: miðal húðarlitur, veit ikki, yppa øksl
🤷🏾	akslaypp, fólk, ivast, ivi, miðalmyrkur húðarlitur, persónur, persónur sum yppur øksl, persónur sum yppur øksl: miðalmyrkur húðarlitur, veit ikki, yppa øksl
🤷🏿	akslaypp, fólk, ivast, ivi, myrkur húðarlitur, persónur, persónur sum yppur øksl, persónur sum yppur øksl: myrkur húðarlitur, veit ikki, yppa øksl
🤷🏻‍♂	akslaypp, ivast, ivi, ljósur húðarlitur, maður, maður um yppur øksl, maður um yppur øksl: ljósur húðarlitur, veit ikki, yppa øksl
🤷🏼‍♂	akslaypp, ivast, ivi, maður, maður um yppur øksl, maður um yppur øksl: miðalljósur húðarlitur, miðalljósur húðarlitur, veit ikki, yppa øksl
🤷🏽‍♂	akslaypp, ivast, ivi, maður, maður um yppur øksl, maður um yppur øksl: miðal húðarlitur, miðal húðarlitur, veit ikki, yppa øksl
🤷🏾‍♂	akslaypp, ivast, ivi, maður, maður um yppur øksl, maður um yppur øksl: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, veit ikki, yppa øksl
🤷🏿‍♂	akslaypp, ivast, ivi, maður, maður um yppur øksl, maður um yppur øksl: myrkur húðarlitur, myrkur húðarlitur, veit ikki, yppa øksl
🤷🏻‍♀	akslaypp, ivast, ivi, kona, kvinna, kvinna um yppur øksl, kvinna um yppur øksl: ljósur húðarlitur, ljósur húðarlitur, veit ikki, yppa øksl
🤷🏼‍♀	akslaypp, ivast, ivi, kona, kvinna, kvinna um yppur øksl, kvinna um yppur øksl: miðalljósur húðarlitur, miðalljósur húðarlitur, veit ikki, yppa øksl
🤷🏽‍♀	akslaypp, ivast, ivi, kona, kvinna, kvinna um yppur øksl, kvinna um yppur øksl: miðal húðarlitur, miðal húðarlitur, veit ikki, yppa øksl
🤷🏾‍♀	akslaypp, ivast, ivi, kona, kvinna, kvinna um yppur øksl, kvinna um yppur øksl: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, veit ikki, yppa øksl
🤷🏿‍♀	akslaypp, ivast, ivi, kona, kvinna, kvinna um yppur øksl, kvinna um yppur øksl: myrkur húðarlitur, myrkur húðarlitur, veit ikki, yppa øksl
💆🏻	fólk, ljósur húðarlitur, massasja, persónur, persónur sum fær massasju, persónur sum fær massasju: ljósur húðarlitur
💆🏼	fólk, massasja, miðalljósur húðarlitur, persónur, persónur sum fær massasju, persónur sum fær massasju: miðalljósur húðarlitur
💆🏽	fólk, massasja, miðal húðarlitur, persónur, persónur sum fær massasju, persónur sum fær massasju: miðal húðarlitur
💆🏾	fólk, massasja, miðalmyrkur húðarlitur, persónur, persónur sum fær massasju, persónur sum fær massasju: miðalmyrkur húðarlitur
💆🏿	fólk, massasja, myrkur húðarlitur, persónur, persónur sum fær massasju, persónur sum fær massasju: myrkur húðarlitur
💆🏻‍♂	ljósur húðarlitur, massasja, maður, maður sum fær massasju, maður sum fær massasju: ljósur húðarlitur
💆🏼‍♂	massasja, maður, maður sum fær massasju, maður sum fær massasju: miðalljósur húðarlitur, miðalljósur húðarlitur
💆🏽‍♂	massasja, maður, maður sum fær massasju, maður sum fær massasju: miðal húðarlitur, miðal húðarlitur
💆🏾‍♂	massasja, maður, maður sum fær massasju, maður sum fær massasju: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
💆🏿‍♂	massasja, maður, maður sum fær massasju, maður sum fær massasju: myrkur húðarlitur, myrkur húðarlitur
💆🏻‍♀	kona, kvinna, kvinna sum fær massasju, kvinna sum fær massasju: ljósur húðarlitur, ljósur húðarlitur, massasja
💆🏼‍♀	kona, kvinna, kvinna sum fær massasju, kvinna sum fær massasju: miðalljósur húðarlitur, massasja, miðalljósur húðarlitur
💆🏽‍♀	kona, kvinna, kvinna sum fær massasju, kvinna sum fær massasju: miðal húðarlitur, massasja, miðal húðarlitur
💆🏾‍♀	kona, kvinna, kvinna sum fær massasju, kvinna sum fær massasju: miðalmyrkur húðarlitur, massasja, miðalmyrkur húðarlitur
💆🏿‍♀	kona, kvinna, kvinna sum fær massasju, kvinna sum fær massasju: myrkur húðarlitur, massasja, myrkur húðarlitur
💇🏻	fólk, hár, hárklipping, hársnið, klipp, ljósur húðarlitur, persónur, persónur sum fær klipt hári, persónur sum fær klipt hári: ljósur húðarlitur
💇🏼	fólk, hár, hárklipping, hársnið, klipp, miðalljósur húðarlitur, persónur, persónur sum fær klipt hári, persónur sum fær klipt hári: miðalljósur húðarlitur
💇🏽	fólk, hár, hárklipping, hársnið, klipp, miðal húðarlitur, persónur, persónur sum fær klipt hári, persónur sum fær klipt hári: miðal húðarlitur
💇🏾	fólk, hár, hárklipping, hársnið, klipp, miðalmyrkur húðarlitur, persónur, persónur sum fær klipt hári, persónur sum fær klipt hári: miðalmyrkur húðarlitur
💇🏿	fólk, hár, hárklipping, hársnið, klipp, myrkur húðarlitur, persónur, persónur sum fær klipt hári, persónur sum fær klipt hári: myrkur húðarlitur
💇🏻‍♂	hár, hárklipping, hársnið, klipp, ljósur húðarlitur, maður, maður sum fær klipt hári, maður sum fær klipt hári: ljósur húðarlitur
💇🏼‍♂	hár, hárklipping, hársnið, klipp, maður, maður sum fær klipt hári, maður sum fær klipt hári: miðalljósur húðarlitur, miðalljósur húðarlitur
💇🏽‍♂	hár, hárklipping, hársnið, klipp, maður, maður sum fær klipt hári, maður sum fær klipt hári: miðal húðarlitur, miðal húðarlitur
💇🏾‍♂	hár, hárklipping, hársnið, klipp, maður, maður sum fær klipt hári, maður sum fær klipt hári: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
💇🏿‍♂	hár, hárklipping, hársnið, klipp, maður, maður sum fær klipt hári, maður sum fær klipt hári: myrkur húðarlitur, myrkur húðarlitur
💇🏻‍♀	hár, hárklipping, hársnið, klipp, kona, kvinna, kvinna sum fær klipt hári, kvinna sum fær klipt hári: ljósur húðarlitur, ljósur húðarlitur
💇🏼‍♀	hár, hárklipping, hársnið, klipp, kona, kvinna, kvinna sum fær klipt hári, kvinna sum fær klipt hári: miðalljósur húðarlitur, miðalljósur húðarlitur
💇🏽‍♀	hár, hárklipping, hársnið, klipp, kona, kvinna, kvinna sum fær klipt hári, kvinna sum fær klipt hári: miðal húðarlitur, miðal húðarlitur
💇🏾‍♀	hár, hárklipping, hársnið, klipp, kona, kvinna, kvinna sum fær klipt hári, kvinna sum fær klipt hári: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur
💇🏿‍♀	hár, hárklipping, hársnið, klipp, kona, kvinna, kvinna sum fær klipt hári, kvinna sum fær klipt hári: myrkur húðarlitur, myrkur húðarlitur
🚶🏻	fólk, gongur, gongutúr, ljósur húðarlitur, persónur, persónur sum gongur, persónur sum gongur: ljósur húðarlitur, til gongu
🚶🏼	fólk, gongur, gongutúr, miðalljósur húðarlitur, persónur, persónur sum gongur, persónur sum gongur: miðalljósur húðarlitur, til gongu
🚶🏽	fólk, gongur, gongutúr, miðal húðarlitur, persónur, persónur sum gongur, persónur sum gongur: miðal húðarlitur, til gongu
🚶🏾	fólk, gongur, gongutúr, miðalmyrkur húðarlitur, persónur, persónur sum gongur, persónur sum gongur: miðalmyrkur húðarlitur, til gongu
🚶🏿	fólk, gongur, gongutúr, myrkur húðarlitur, persónur, persónur sum gongur, persónur sum gongur: myrkur húðarlitur, til gongu
🚶🏻‍♂	gongur, gongutúr, ljósur húðarlitur, maður, maður sum gongur, maður sum gongur: ljósur húðarlitur, til gongu
🚶🏼‍♂	gongur, gongutúr, maður, maður sum gongur, maður sum gongur: miðalljósur húðarlitur, miðalljósur húðarlitur, til gongu
🚶🏽‍♂	gongur, gongutúr, maður, maður sum gongur, maður sum gongur: miðal húðarlitur, miðal húðarlitur, til gongu
🚶🏾‍♂	gongur, gongutúr, maður, maður sum gongur, maður sum gongur: miðalmyrkur húðarlitur, miðalmyrkur húðarlitur, til gongu
🚶🏿‍♂	gongur, gongutúr, maður, maður sum gongur, maður sum gongur: myrkur húðarlitur, myrkur húðarlitur, til gongu
🚶🏻‍♀	gongur, gongutúr, kona, kvinna, kvinna sum gongur, kvinna sum gongur: ljósur húðarlitur, ljósur húðarlitur, til gongu
🚶🏼‍♀	gongur, gongutúr, kona, kvinna, kvinna sum gongur, kvinna sum gongur: miðalljósur húðarlitur, miðalljósur húðarlitur, til gongu
