🦵🏻	extremidade, perna: tipo de pele 1–2, pontapé, tipo de pele 1–2
🦹🏽‍♀	criminosa, mulher, mulher supervilã, mulher supervilã: tipo de pele 4, má, superpoder, tipo de pele 4, vilã
🦹🏾‍♀	criminosa, mulher, mulher supervilã, mulher supervilã: tipo de pele 5, má, superpoder, tipo de pele 5, vilã
🦹🏿‍♀	criminosa, mulher, mulher supervilã, mulher supervilã: tipo de pele 6, má, superpoder, tipo de pele 6, vilã
🦹🏻‍♂	criminoso, homem, homem supervilão: tipo de pele 1–2, mau, superpoderoso, tipo de pele 1–2, vilão
🦹🏼‍♂	criminoso, homem, homem supervilão: tipo de pele 3, mau, superpoderoso, tipo de pele 3, vilão
🦹🏽‍♂	criminoso, homem, homem supervilão: tipo de pele 4, mau, superpoderoso, tipo de pele 4, vilão
🦹🏾‍♂	criminoso, homem, homem supervilão: tipo de pele 5, mau, superpoderoso, tipo de pele 5, vilão
🦹🏿‍♂	criminoso, homem, homem supervilão: tipo de pele 6, mau, superpoderoso, tipo de pele 6, vilão
👶🏻	bebé, bebé: tipo de pele 1–2, criança, pessoa, tipo de pele 1–2
👶🏼	bebé, bebé: tipo de pele 3, criança, pessoa, tipo de pele 3
👶🏽	bebé, bebé: tipo de pele 4, criança, pessoa, tipo de pele 4
👶🏾	bebé, bebé: tipo de pele 5, criança, pessoa, tipo de pele 5
👶🏿	bebé, bebé: tipo de pele 6, criança, pessoa, tipo de pele 6
🧒🏻	criança, criança: tipo de pele 1–2, género neutro, jovem, novo, pessoa, tipo de pele 1–2
🧒🏼	criança, criança: tipo de pele 3, género neutro, jovem, novo, pessoa, tipo de pele 3
🧒🏽	criança, criança: tipo de pele 4, género neutro, jovem, novo, pessoa, tipo de pele 4
🧒🏾	criança, criança: tipo de pele 5, género neutro, jovem, novo, pessoa, tipo de pele 5
🧒🏿	criança, criança: tipo de pele 6, género neutro, jovem, novo, pessoa, tipo de pele 6
👦🏻	jovem, menino, pessoa, rapaz, rapaz: tipo de pele 1–2, tipo de pele 1–2
👦🏼	jovem, menino, pessoa, rapaz, rapaz: tipo de pele 3, tipo de pele 3
👦🏽	jovem, menino, pessoa, rapaz, rapaz: tipo de pele 4, tipo de pele 4
👦🏾	jovem, menino, pessoa, rapaz, rapaz: tipo de pele 5, tipo de pele 5
👦🏿	jovem, menino, pessoa, rapaz, rapaz: tipo de pele 6, tipo de pele 6
👧🏻	jovem, menina, pessoa, rapariga, rapariga: tipo de pele 1–2, tipo de pele 1–2
👧🏼	jovem, menina, pessoa, rapariga, rapariga: tipo de pele 3, tipo de pele 3
👧🏽	jovem, menina, pessoa, rapariga, rapariga: tipo de pele 4, tipo de pele 4
👧🏾	jovem, menina, pessoa, rapariga, rapariga: tipo de pele 5, tipo de pele 5
👧🏿	jovem, menina, pessoa, rapariga, rapariga: tipo de pele 6, tipo de pele 6
🧑🏻	pessoa, pessoa: tipo de pele 1–2, tipo de pele 1–2
🧑🏼	pessoa, pessoa: tipo de pele 3, tipo de pele 3
🧑🏽	pessoa, pessoa: tipo de pele 4, tipo de pele 4
🧑🏾	pessoa, pessoa: tipo de pele 5, tipo de pele 5
🧑🏿	pessoa, pessoa: tipo de pele 6, tipo de pele 6
👨🏻	adulto, homem, homem: tipo de pele 1–2, pessoa, tipo de pele 1–2
👨🏼	adulto, homem, homem: tipo de pele 3, pessoa, tipo de pele 3
👨🏽	adulto, homem, homem: tipo de pele 4, pessoa, tipo de pele 4
👨🏾	adulto, homem, homem: tipo de pele 5, pessoa, tipo de pele 5
👨🏿	adulto, homem, homem: tipo de pele 6, pessoa, tipo de pele 6
👨‍🦰	adulto, cabelo ruivo, homem, homem: cabelo ruivo, pessoa
👨🏻‍🦰	adulto, cabelo ruivo, homem, homem: tipo de pele 1–2 e cabelo ruivo, pessoa, tipo de pele 1–2
👨🏼‍🦰	adulto, cabelo ruivo, homem, homem: tipo de pele 3 e cabelo ruivo, pessoa, tipo de pele 3
👨🏽‍🦰	adulto, cabelo ruivo, homem, homem: tipo de pele 4 e cabelo ruivo, pessoa, tipo de pele 4
👨🏾‍🦰	adulto, cabelo ruivo, homem, homem: tipo de pele 5 e cabelo ruivo, pessoa, tipo de pele 5
👨🏿‍🦰	adulto, cabelo ruivo, homem, homem: tipo de pele 6 e cabelo ruivo, pessoa, tipo de pele 6
👨‍🦱	adulto, cabelo encaracolado, homem, homem: cabelo encaracolado, pessoa
👨🏻‍🦱	adulto, cabelo encaracolado, homem, homem: tipo de pele 1–2 e cabelo encaracolado, pessoa, tipo de pele 1–2
👨🏼‍🦱	adulto, cabelo encaracolado, homem, homem: tipo de pele 3 e cabelo encaracolado, pessoa, tipo de pele 3
👨🏽‍🦱	adulto, cabelo encaracolado, homem, homem: tipo de pele 4 e cabelo encaracolado, pessoa, tipo de pele 4
👨🏾‍🦱	adulto, cabelo encaracolado, homem, homem: tipo de pele 5 e cabelo encaracolado, pessoa, tipo de pele 5
👨🏿‍🦱	adulto, cabelo encaracolado, homem, homem: tipo de pele 6 e cabelo encaracolado, pessoa, tipo de pele 6
👨‍🦲	adulto, careca, homem, pessoa
👨🏻‍🦲	adulto, careca, homem, homem: tipo de pele 1–2 e careca, pessoa, tipo de pele 1–2
👨🏼‍🦲	adulto, careca, homem, homem: tipo de pele 3 e careca, pessoa, tipo de pele 3
👨🏽‍🦲	adulto, careca, homem, homem: tipo de pele 4 e careca, pessoa, tipo de pele 4
👨🏾‍🦲	adulto, careca, homem, homem: tipo de pele 5 e careca, pessoa, tipo de pele 5
👨🏿‍🦲	adulto, careca, homem, homem: tipo de pele 6 e careca, pessoa, tipo de pele 6
👨‍🦳	adulto, cabelo branco, homem, pessoa
👨🏻‍🦳	adulto, cabelo branco, homem, homem: tipo de pele 1–2 e cabelo branco, pessoa, tipo de pele 1–2
👨🏼‍🦳	adulto, cabelo branco, homem, homem: tipo de pele 3 e cabelo branco, pessoa, tipo de pele 3
👨🏽‍🦳	adulto, cabelo branco, homem, homem: tipo de pele 4 e cabelo branco, pessoa, tipo de pele 4
👨🏾‍🦳	adulto, cabelo branco, homem, homem: tipo de pele 5 e cabelo branco, pessoa, tipo de pele 5
👨🏿‍🦳	adulto, cabelo branco, homem, homem: tipo de pele 6 e cabelo branco, pessoa, tipo de pele 6
👩🏻	adulta, mulher, mulher: tipo de pele 1–2, pessoa, tipo de pele 1–2
👩🏼	adulta, mulher, mulher: tipo de pele 3, pessoa, tipo de pele 3
👩🏽	adulta, mulher, mulher: tipo de pele 4, pessoa, tipo de pele 4
👩🏾	adulta, mulher, mulher: tipo de pele 5, pessoa, tipo de pele 5
👩🏿	adulta, mulher, mulher: tipo de pele 6, pessoa, tipo de pele 6
👩‍🦰	adulta, cabelo ruivo, mulher, mulher: cabelo ruivo, pessoa
👩🏻‍🦰	adulta, cabelo ruivo, mulher, mulher: tipo de pele 1–2 e cabelo ruivo, pessoa, tipo de pele 1–2
👩🏼‍🦰	adulta, cabelo ruivo, mulher, mulher: tipo de pele 3 e cabelo ruivo, pessoa, tipo de pele 3
👩🏽‍🦰	adulta, cabelo ruivo, mulher, mulher: tipo de pele 4 e cabelo ruivo, pessoa, tipo de pele 4
👩🏾‍🦰	adulta, cabelo ruivo, mulher, mulher: tipo de pele 5 e cabelo ruivo, pessoa, tipo de pele 5
👩🏿‍🦰	adulta, cabelo ruivo, mulher, mulher: tipo de pele 6 e cabelo ruivo, pessoa, tipo de pele 6
👩‍🦱	adulta, cabelo encaracolado, mulher, mulher: cabelo encaracolado, pessoa
👩🏻‍🦱	adulta, cabelo encaracolado, mulher, mulher: tipo de pele 1–2 e cabelo encaracolado, pessoa, tipo de pele 1–2
👩🏼‍🦱	adulta, cabelo encaracolado, mulher, mulher: tipo de pele 3 e cabelo encaracolado, pessoa, tipo de pele 3
👩🏽‍🦱	adulta, cabelo encaracolado, mulher, mulher: tipo de pele 4 e cabelo encaracolado, pessoa, tipo de pele 4
👩🏾‍🦱	adulta, cabelo encaracolado, mulher, mulher: tipo de pele 5 e cabelo encaracolado, pessoa, tipo de pele 5
👩🏿‍🦱	adulta, cabelo encaracolado, mulher, mulher: tipo de pele 6 e cabelo encaracolado, pessoa, tipo de pele 6
👩‍🦲	adulta, careca, mulher, pessoa
👩🏻‍🦲	adulta, careca, mulher, mulher: tipo de pele 1–2 e careca, pessoa, tipo de pele 1–2
👩🏼‍🦲	adulta, careca, mulher, mulher: tipo de pele 3 e careca, pessoa, tipo de pele 3
👩🏽‍🦲	adulta, careca, mulher, mulher: tipo de pele 4 e careca, pessoa, tipo de pele 4
👩🏾‍🦲	adulta, careca, mulher, mulher: tipo de pele 5 e careca, pessoa, tipo de pele 5
👩🏿‍🦲	adulta, careca, mulher, mulher: tipo de pele 6 e careca, pessoa, tipo de pele 6
👩‍🦳	adulta, cabelo branco, mulher, pessoa
👩🏻‍🦳	adulta, cabelo branco, mulher, mulher: tipo de pele 1–2 e cabelo branco, pessoa, tipo de pele 1–2
👩🏼‍🦳	adulta, cabelo branco, mulher, mulher: tipo de pele 3 e cabelo branco, pessoa, tipo de pele 3
👩🏽‍🦳	adulta, cabelo branco, mulher, mulher: tipo de pele 4 e cabelo branco, pessoa, tipo de pele 4
👩🏾‍🦳	adulta, cabelo branco, mulher, mulher: tipo de pele 5 e cabelo branco, pessoa, tipo de pele 5
👩🏿‍🦳	adulta, cabelo branco, mulher, mulher: tipo de pele 6 e cabelo branco, pessoa, tipo de pele 6
🧓🏻	género neutro, pessoa de idade, pessoa idosa, pessoa idosa: tipo de pele 1–2, tipo de pele 1–2
🧓🏼	género neutro, pessoa de idade, pessoa idosa, pessoa idosa: tipo de pele 3, tipo de pele 3
🧓🏽	género neutro, pessoa de idade, pessoa idosa, pessoa idosa: tipo de pele 4, tipo de pele 4
🧓🏾	género neutro, pessoa de idade, pessoa idosa, pessoa idosa: tipo de pele 5, tipo de pele 5
🧓🏿	género neutro, pessoa de idade, pessoa idosa, pessoa idosa: tipo de pele 6, tipo de pele 6
👴🏻	idoso, idoso: tipo de pele 1–2, tipo de pele 1–2
👴🏼	idoso, idoso: tipo de pele 3, tipo de pele 3
👴🏽	idoso, idoso: tipo de pele 4, tipo de pele 4
👴🏾	idoso, idoso: tipo de pele 5, tipo de pele 5
👴🏿	idoso, idoso: tipo de pele 6, tipo de pele 6
👵🏻	idosa: tipo de pele 1–2, mulher de idade avançada, mulher idosa, tipo de pele 1–2, velha
👵🏼	idosa: tipo de pele 3, mulher de idade avançada, mulher idosa, tipo de pele 3, velha
👵🏽	idosa: tipo de pele 4, mulher de idade avançada, mulher idosa, tipo de pele 4, velha
👵🏾	idosa: tipo de pele 5, mulher de idade avançada, mulher idosa, tipo de pele 5, velha
👵🏿	idosa: tipo de pele 6, mulher de idade avançada, mulher idosa, tipo de pele 6, velha
👨🏻‍⚕	doutor, enfermeiro, homem, médico, profissional da saúde (homem), profissional da área da saúde, profissional de saúde (homem), profissional de saúde (homem): tipo de pele 1–2, saúde, terapeuta, tipo de pele 1–2
👨🏼‍⚕	doutor, enfermeiro, homem, médico, profissional da saúde (homem), profissional da área da saúde, profissional de saúde (homem), profissional de saúde (homem): tipo de pele 3, saúde, terapeuta, tipo de pele 3
👨🏽‍⚕	doutor, enfermeiro, homem, médico, profissional da saúde (homem), profissional da área da saúde, profissional de saúde (homem), profissional de saúde (homem): tipo de pele 4, saúde, terapeuta, tipo de pele 4
👨🏾‍⚕	doutor, enfermeiro, homem, médico, profissional da saúde (homem), profissional da área da saúde, profissional de saúde (homem), profissional de saúde (homem): tipo de pele 5, saúde, terapeuta, tipo de pele 5
👨🏿‍⚕	doutor, enfermeiro, homem, médico, profissional da saúde (homem), profissional da área da saúde, profissional de saúde (homem), profissional de saúde (homem): tipo de pele 6, saúde, terapeuta, tipo de pele 6
👩🏻‍⚕	doutora, enfermeira, mulher, médica, profissional da saúde (mulher), profissional da área da saúde, profissional de saúde (mulher), profissional de saúde (mulher): tipo de pele 1–2, serviço de saúde, tipo de pele 1–2
👩🏼‍⚕	doutora, enfermeira, mulher, médica, profissional da saúde (mulher), profissional da área da saúde, profissional de saúde (mulher), profissional de saúde (mulher): tipo de pele 3, serviço de saúde, tipo de pele 3
👩🏽‍⚕	doutora, enfermeira, mulher, médica, profissional da saúde (mulher), profissional da área da saúde, profissional de saúde (mulher), profissional de saúde (mulher): tipo de pele 4, serviço de saúde, tipo de pele 4
👩🏾‍⚕	doutora, enfermeira, mulher, médica, profissional da saúde (mulher), profissional da área da saúde, profissional de saúde (mulher), profissional de saúde (mulher): tipo de pele 5, serviço de saúde, tipo de pele 5
👩🏿‍⚕	doutora, enfermeira, mulher, médica, profissional da saúde (mulher), profissional da área da saúde, profissional de saúde (mulher), profissional de saúde (mulher): tipo de pele 6, serviço de saúde, tipo de pele 6
👨🏻‍🎓	aluno, estudante, estudante (homem), estudante (homem): tipo de pele 1–2, homem, tipo de pele 1–2, universitário
👨🏼‍🎓	aluno, estudante, estudante (homem), estudante (homem): tipo de pele 3, homem, tipo de pele 3, universitário
👨🏽‍🎓	aluno, estudante, estudante (homem), estudante (homem): tipo de pele 4, homem, tipo de pele 4, universitário
👨🏾‍🎓	aluno, estudante, estudante (homem), estudante (homem): tipo de pele 5, homem, tipo de pele 5, universitário
👨🏿‍🎓	aluno, estudante, estudante (homem), estudante (homem): tipo de pele 6, homem, tipo de pele 6, universitário
👩🏻‍🎓	aluna, estudante, estudante (mulher), estudante (mulher): tipo de pele 1–2, mulher, tipo de pele 1–2, universitária
👩🏼‍🎓	aluna, estudante, estudante (mulher), estudante (mulher): tipo de pele 3, mulher, tipo de pele 3, universitária
👩🏽‍🎓	aluna, estudante, estudante (mulher), estudante (mulher): tipo de pele 4, mulher, tipo de pele 4, universitária
👩🏾‍🎓	aluna, estudante, estudante (mulher), estudante (mulher): tipo de pele 5, mulher, tipo de pele 5, universitária
👩🏿‍🎓	aluna, estudante, estudante (mulher), estudante (mulher): tipo de pele 6, mulher, tipo de pele 6, universitária
👨🏻‍🏫	homem, instrutor, professor, professor: tipo de pele 1–2, tipo de pele 1–2
👨🏼‍🏫	homem, instrutor, professor, professor: tipo de pele 3, tipo de pele 3
👨🏽‍🏫	homem, instrutor, professor, professor: tipo de pele 4, tipo de pele 4
👨🏾‍🏫	homem, instrutor, professor, professor: tipo de pele 5, tipo de pele 5
👨🏿‍🏫	homem, instrutor, professor, professor: tipo de pele 6, tipo de pele 6
👩🏻‍🏫	instrutora, mulher, professora, professora: tipo de pele 1–2, tipo de pele 1–2
👩🏼‍🏫	instrutora, mulher, professora, professora: tipo de pele 3, tipo de pele 3
👩🏽‍🏫	instrutora, mulher, professora, professora: tipo de pele 4, tipo de pele 4
👩🏾‍🏫	instrutora, mulher, professora, professora: tipo de pele 5, tipo de pele 5
👩🏿‍🏫	instrutora, mulher, professora, professora: tipo de pele 6, tipo de pele 6
👨🏻‍⚖	balança, homem, juiz: tipo de pele 1–2, justiça, tipo de pele 1–2
👨🏼‍⚖	balança, homem, juiz: tipo de pele 3, justiça, tipo de pele 3
👨🏽‍⚖	balança, homem, juiz: tipo de pele 4, justiça, tipo de pele 4
👨🏾‍⚖	balança, homem, juiz: tipo de pele 5, justiça, tipo de pele 5
👨🏿‍⚖	balança, homem, juiz: tipo de pele 6, justiça, tipo de pele 6
👩🏻‍⚖	balança, justiça, juíza: tipo de pele 1–2, mulher, tipo de pele 1–2
👩🏼‍⚖	balança, justiça, juíza: tipo de pele 3, mulher, tipo de pele 3
👩🏽‍⚖	balança, justiça, juíza: tipo de pele 4, mulher, tipo de pele 4
👩🏾‍⚖	balança, justiça, juíza: tipo de pele 5, mulher, tipo de pele 5
👩🏿‍⚖	balança, justiça, juíza: tipo de pele 6, mulher, tipo de pele 6
👨🏻‍🌾	agricultor, agricultor: tipo de pele 1–2, fazendeiro, homem, jardineiro, lavrador, tipo de pele 1–2
👨🏼‍🌾	agricultor, agricultor: tipo de pele 3, fazendeiro, homem, jardineiro, lavrador, tipo de pele 3
👨🏽‍🌾	agricultor, agricultor: tipo de pele 4, fazendeiro, homem, jardineiro, lavrador, tipo de pele 4
👨🏾‍🌾	agricultor, agricultor: tipo de pele 5, fazendeiro, homem, jardineiro, lavrador, tipo de pele 5
👨🏿‍🌾	agricultor, agricultor: tipo de pele 6, fazendeiro, homem, jardineiro, lavrador, tipo de pele 6
👩🏻‍🌾	agricultora, agricultora: tipo de pele 1–2, fazendeira, jardineira, lavradora, mulher, tipo de pele 1–2
👩🏼‍🌾	agricultora, agricultora: tipo de pele 3, fazendeira, jardineira, lavradora, mulher, tipo de pele 3
👩🏽‍🌾	agricultora, agricultora: tipo de pele 4, fazendeira, jardineira, lavradora, mulher, tipo de pele 4
👩🏾‍🌾	agricultora, agricultora: tipo de pele 5, fazendeira, jardineira, lavradora, mulher, tipo de pele 5
👩🏿‍🌾	agricultora, agricultora: tipo de pele 6, fazendeira, jardineira, lavradora, mulher, tipo de pele 6
👨🏻‍🍳	chef, cozinheiro, cozinheiro: tipo de pele 1–2, homem, tipo de pele 1–2
👨🏼‍🍳	chef, cozinheiro, cozinheiro: tipo de pele 3, homem, tipo de pele 3
👨🏽‍🍳	chef, cozinheiro, cozinheiro: tipo de pele 4, homem, tipo de pele 4
👨🏾‍🍳	chef, cozinheiro, cozinheiro: tipo de pele 5, homem, tipo de pele 5
👨🏿‍🍳	chef, cozinheiro, cozinheiro: tipo de pele 6, homem, tipo de pele 6
👩🏻‍🍳	chef, cozinheira, cozinheira: tipo de pele 1–2, homem, tipo de pele 1–2
👩🏼‍🍳	chef, cozinheira, cozinheira: tipo de pele 3, homem, tipo de pele 3
👩🏽‍🍳	chef, cozinheira, cozinheira: tipo de pele 4, homem, tipo de pele 4
👩🏾‍🍳	chef, cozinheira, cozinheira: tipo de pele 5, homem, tipo de pele 5
👩🏿‍🍳	chef, cozinheira, cozinheira: tipo de pele 6, homem, tipo de pele 6
👨🏻‍🔧	canalizador, electricista, eletricista, homem, mecânico, mecânico: tipo de pele 1–2, tipo de pele 1–2
👨🏼‍🔧	canalizador, electricista, eletricista, homem, mecânico, mecânico: tipo de pele 3, tipo de pele 3
👨🏽‍🔧	canalizador, electricista, eletricista, homem, mecânico, mecânico: tipo de pele 4, tipo de pele 4
👨🏾‍🔧	canalizador, electricista, eletricista, homem, mecânico, mecânico: tipo de pele 5, tipo de pele 5
👨🏿‍🔧	canalizador, electricista, eletricista, homem, mecânico, mecânico: tipo de pele 6, tipo de pele 6
👩🏻‍🔧	canalizadora, electricista, eletricista, mecânica, mecânica: tipo de pele 1–2, mulher, tipo de pele 1–2
👩🏼‍🔧	canalizadora, electricista, eletricista, mecânica, mecânica: tipo de pele 3, mulher, tipo de pele 3
👩🏽‍🔧	canalizadora, electricista, eletricista, mecânica, mecânica: tipo de pele 4, mulher, tipo de pele 4
👩🏾‍🔧	canalizadora, electricista, eletricista, mecânica, mecânica: tipo de pele 5, mulher, tipo de pele 5
👩🏿‍🔧	canalizadora, electricista, eletricista, mecânica, mecânica: tipo de pele 6, mulher, tipo de pele 6
👨🏻‍🏭	fábrica, homem, industrial, montagem, operário, operário fabril, operário fabril: tipo de pele 1–2, tipo de pele 1–2, trabalhador
👨🏼‍🏭	fábrica, homem, industrial, montagem, operário, operário fabril, operário fabril: tipo de pele 3, tipo de pele 3, trabalhador
👨🏽‍🏭	fábrica, homem, industrial, montagem, operário, operário fabril, operário fabril: tipo de pele 4, tipo de pele 4, trabalhador
👨🏾‍🏭	fábrica, homem, industrial, montagem, operário, operário fabril, operário fabril: tipo de pele 5, tipo de pele 5, trabalhador
👨🏿‍🏭	fábrica, homem, industrial, montagem, operário, operário fabril, operário fabril: tipo de pele 6, tipo de pele 6, trabalhador
👩🏻‍🏭	fábrica, industrial, montagem, mulher, operária, operária fabril, operária fabril: tipo de pele 1–2, tipo de pele 1–2, trabalhadora
👩🏼‍🏭	fábrica, industrial, montagem, mulher, operária, operária fabril, operária fabril: tipo de pele 3, tipo de pele 3, trabalhadora
👩🏽‍🏭	fábrica, industrial, montagem, mulher, operária, operária fabril, operária fabril: tipo de pele 4, tipo de pele 4, trabalhadora
👩🏾‍🏭	fábrica, industrial, montagem, mulher, operária, operária fabril, operária fabril: tipo de pele 5, tipo de pele 5, trabalhadora
👩🏿‍🏭	fábrica, industrial, montagem, mulher, operária, operária fabril, operária fabril: tipo de pele 6, tipo de pele 6, trabalhadora
👨🏻‍💼	administrador, empresa, funcionário de escritório, funcionário de escritório: tipo de pele 1–2, gerente, homem, tipo de pele 1–2, trabalhador de escritório
👨🏼‍💼	administrador, empresa, funcionário de escritório, funcionário de escritório: tipo de pele 3, gerente, homem, tipo de pele 3, trabalhador de escritório
👨🏽‍💼	administrador, empresa, funcionário de escritório, funcionário de escritório: tipo de pele 4, gerente, homem, tipo de pele 4, trabalhador de escritório
👨🏾‍💼	administrador, empresa, funcionário de escritório, funcionário de escritório: tipo de pele 5, gerente, homem, tipo de pele 5, trabalhador de escritório
👨🏿‍💼	administrador, empresa, funcionário de escritório, funcionário de escritório: tipo de pele 6, gerente, homem, tipo de pele 6, trabalhador de escritório
👩🏻‍💼	administradora, empresa, funcionária de escritório, funcionária de escritório: tipo de pele 1–2, gerente, mulher, tipo de pele 1–2, trabalhadora de escritório
👩🏼‍💼	administradora, empresa, funcionária de escritório, funcionária de escritório: tipo de pele 3, gerente, mulher, tipo de pele 3, trabalhadora de escritório
👩🏽‍💼	administradora, empresa, funcionária de escritório, funcionária de escritório: tipo de pele 4, gerente, mulher, tipo de pele 4, trabalhadora de escritório
👩🏾‍💼	administradora, empresa, funcionária de escritório, funcionária de escritório: tipo de pele 5, gerente, mulher, tipo de pele 5, trabalhadora de escritório
👩🏿‍💼	administradora, empresa, funcionária de escritório, funcionária de escritório: tipo de pele 6, gerente, mulher, tipo de pele 6, trabalhadora de escritório
👨🏻‍🔬	biólogo, cientista (homem), cientista (homem): tipo de pele 1–2, engenheiro, farmacêutico, matemático, tipo de pele 1–2
👨🏼‍🔬	biólogo, cientista (homem), cientista (homem): tipo de pele 3, engenheiro, farmacêutico, matemático, tipo de pele 3
👨🏽‍🔬	biólogo, cientista (homem), cientista (homem): tipo de pele 4, engenheiro, farmacêutico, matemático, tipo de pele 4
👨🏾‍🔬	biólogo, cientista (homem), cientista (homem): tipo de pele 5, engenheiro, farmacêutico, matemático, tipo de pele 5
👨🏿‍🔬	biólogo, cientista (homem), cientista (homem): tipo de pele 6, engenheiro, farmacêutico, matemático, tipo de pele 6
👩🏻‍🔬	bióloga, cientista (mulher), cientista (mulher): tipo de pele 1–2, engenheira, farmacêutica, matemática, tipo de pele 1–2
👩🏼‍🔬	bióloga, cientista (mulher), cientista (mulher): tipo de pele 3, engenheira, farmacêutica, matemática, tipo de pele 3
👩🏽‍🔬	bióloga, cientista (mulher), cientista (mulher): tipo de pele 4, engenheira, farmacêutica, matemática, tipo de pele 4
👩🏾‍🔬	bióloga, cientista (mulher), cientista (mulher): tipo de pele 5, engenheira, farmacêutica, matemática, tipo de pele 5
👩🏿‍🔬	bióloga, cientista (mulher), cientista (mulher): tipo de pele 6, engenheira, farmacêutica, matemática, tipo de pele 6
👨🏻‍💻	homem, informático, informático: tipo de pele 1–2, inventor, programador, software, tipo de pele 1–2
👨🏼‍💻	homem, informático, informático: tipo de pele 3, inventor, programador, software, tipo de pele 3
👨🏽‍💻	homem, informático, informático: tipo de pele 4, inventor, programador, software, tipo de pele 4
👨🏾‍💻	homem, informático, informático: tipo de pele 5, inventor, programador, software, tipo de pele 5
👨🏿‍💻	homem, informático, informático: tipo de pele 6, inventor, programador, software, tipo de pele 6
👩🏻‍💻	informática, informática: tipo de pele 1–2, inventora, mulher, programadora, software, tipo de pele 1–2
👩🏼‍💻	informática, informática: tipo de pele 3, inventora, mulher, programadora, software, tipo de pele 3
👩🏽‍💻	informática, informática: tipo de pele 4, inventora, mulher, programadora, software, tipo de pele 4
👩🏾‍💻	informática, informática: tipo de pele 5, inventora, mulher, programadora, software, tipo de pele 5
👩🏿‍💻	informática, informática: tipo de pele 6, inventora, mulher, programadora, software, tipo de pele 6
👨🏻‍🎤	ator, cantor: tipo de pele 1–2, estrela, homem, rock, tipo de pele 1–2
👨🏼‍🎤	ator, cantor: tipo de pele 3, estrela, homem, rock, tipo de pele 3
👨🏽‍🎤	ator, cantor: tipo de pele 4, estrela, homem, rock, tipo de pele 4
👨🏾‍🎤	ator, cantor: tipo de pele 5, estrela, homem, rock, tipo de pele 5
👨🏿‍🎤	ator, cantor: tipo de pele 6, estrela, homem, rock, tipo de pele 6
👩🏻‍🎤	atriz, cantora: tipo de pele 1–2, estrela, mulher, rock, tipo de pele 1–2
👩🏼‍🎤	atriz, cantora: tipo de pele 3, estrela, mulher, rock, tipo de pele 3
